id;codigo;nombre;codigo_unificado;departamento_codigo;active;created_date;published_date;departamento_id
316;879;Viracacha;15879;15;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;5
317;897;Zetaquira;15897;15;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;5
318;001;Manizales;17001;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
319;013;Aguadas;17013;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
320;042;Anserma;17042;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
321;050;Aranzazu;17050;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
322;088;Belalcazar;17088;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
323;174;Chinchina;17174;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
324;272;Filadelfia;17272;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
325;380;La Dorada;17380;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
326;388;La Merced;17388;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
327;433;Manzanares;17433;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
328;442;Marmato;17442;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
329;444;Marquetalia;17444;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
330;446;Marulanda;17446;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
331;486;Neira;17486;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
332;495;Norcasia;17495;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
333;513;Pacora;17513;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
334;524;Palestina;17524;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
335;541;Pensilvania;17541;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
336;614;Riosucio;17614;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
337;616;Risaralda;17616;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
338;653;Salamina;17653;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
339;662;Samana;17662;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
340;665;San Jose;17665;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
341;777;Supia;17777;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
342;867;Victoria;17867;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
343;873;Villamaria;17873;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
344;877;Viterbo;17877;17;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;6
345;001;Florencia;18001;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
346;029;Albania;18029;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
347;094;Belen De Los Andaquies;18094;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
348;150;Cartagena Del Chaira;18150;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
349;205;Curillo;18205;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
350;247;El Doncello;18247;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
351;256;El Paujil;18256;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
352;410;La Montañita;18410;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
353;460;Milan;18460;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
354;479;Morelia;18479;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
355;592;Puerto Rico;18592;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
356;610;San Jose De La Fragua;18610;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
357;753;San Vicente Del Caguan;18753;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
358;756;Solano;18756;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
359;785;Solita;18785;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
360;860;Valparaiso;18860;18;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;7
361;001;Popayan;19001;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
362;022;Almaguer;19022;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
363;050;Argelia;19050;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
364;075;Balboa;19075;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
365;100;Bolivar;19100;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
366;110;Buenos Aires;19110;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
367;130;Cajibio;19130;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
368;137;Caldono;19137;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
369;142;Caloto;19142;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
370;212;Corinto;19212;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
371;256;El Tambo;19256;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
372;290;Florencia;19290;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
373;318;Guapi;19318;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
374;355;Inza;19355;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
375;364;Jambalo;19364;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
376;392;La Sierra;19392;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
377;397;La Vega;19397;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
378;418;Lopez;19418;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
379;450;Mercaderes;19450;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
380;455;Miranda;19455;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
381;473;Morales;19473;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
382;513;Padilla;19513;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
383;517;Paez;19517;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
384;532;Patia;19532;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
385;533;Piamonte;19533;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
386;548;Piendamo;19548;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
387;573;Puerto Tejada;19573;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
388;585;Purace;19585;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
389;622;Rosas;19622;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
390;693;San Sebastian;19693;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
391;698;Santander De Quilichao;19698;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
392;701;Santa Rosa;19701;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
393;743;Silvia;19743;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
394;760;Sotara;19760;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
395;780;Suarez;19780;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
396;785;Sucre;19785;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
397;807;Timbio;19807;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
398;809;Timbiqui;19809;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
399;821;Toribio;19821;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
400;824;Totoro;19824;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
401;845;Villa Rica;19845;19;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;8
402;001;Valledupar;20001;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
403;011;Aguachica;20011;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
404;013;Agustin Codazzi;20013;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
405;032;Astrea;20032;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
406;045;Becerril;20045;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
407;060;Bosconia;20060;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
408;175;Chimichagua;20175;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
409;178;Chiriguana;20178;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
410;228;Curumani;20228;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
411;238;El Copey;20238;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
412;250;El Paso;20250;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
413;295;Gamarra;20295;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
414;310;Gonzalez;20310;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
415;383;La Gloria;20383;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
416;400;La Jagua De Ibirico;20400;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
417;443;Manaure;20443;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
418;517;Pailitas;20517;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
419;550;Pelaya;20550;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
420;570;Pueblo Bello;20570;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
421;614;Rio De Oro;20614;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
422;621;La Paz;20621;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
423;710;San Alberto;20710;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
424;750;San Diego;20750;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
425;770;San Martin;20770;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
426;787;Tamalameque;20787;20;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;9
427;001;Monteria;23001;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
428;068;Ayapel;23068;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
429;079;Buenavista;23079;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
430;090;Canalete;23090;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
431;162;Cerete;23162;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
432;168;Chima;23168;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
433;182;Chinu;23182;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
434;189;Cienaga De Oro;23189;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
435;300;Cotorra;23300;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
436;350;La Apartada;23350;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
437;417;Lorica;23417;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
438;419;Los Cordobas;23419;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
439;464;Momil;23464;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
440;466;Montelibano;23466;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
441;500;Moñitos;23500;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
442;555;Planeta Rica;23555;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
443;570;Pueblo Nuevo;23570;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
444;574;Puerto Escondido;23574;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
445;580;Puerto Libertador;23580;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
446;586;Purisima;23586;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
447;660;Sahagun;23660;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
448;670;San Andres De Sotavento;23670;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
449;672;San Antero;23672;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
450;675;San Bernardo Del Viento;23675;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
451;678;San Carlos;23678;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
452;686;San Pelayo;23686;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
453;807;Tierralta;23807;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
454;855;Valencia;23855;23;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;10
455;001;Agua De Dios;25001;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
456;019;Alban;25019;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
457;035;Anapoima;25035;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
458;040;Anolaima;25040;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
459;053;Arbelaez;25053;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
460;086;Beltran;25086;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
461;095;Bituima;25095;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
462;099;Bojaca;25099;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
463;120;Cabrera;25120;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
464;123;Cachipay;25123;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
465;126;Cajica;25126;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
466;148;Caparrapi;25148;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
467;151;Caqueza;25151;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
468;154;Carmen De Carupa;25154;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
469;168;Chaguani;25168;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
470;175;Chia;25175;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
471;178;Chipaque;25178;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
472;181;Choachi;25181;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
473;183;Choconta;25183;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
474;200;Cogua;25200;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
475;214;Cota;25214;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
476;224;Cucunuba;25224;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
477;245;El Colegio;25245;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
478;258;El Peñon;25258;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
479;260;El Rosal;25260;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
480;269;Facatativa;25269;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
481;279;Fomeque;25279;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
482;281;Fosca;25281;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
483;286;Funza;25286;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
484;288;Fuquene;25288;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
485;290;Fusagasuga;25290;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
486;293;Gachala;25293;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
487;295;Gachancipa;25295;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
488;297;Gacheta;25297;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
489;299;Gama;25299;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
490;307;Girardot;25307;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
491;312;Granada;25312;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
492;317;Guacheta;25317;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
493;320;Guaduas;25320;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
494;322;Guasca;25322;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
495;324;Guataqui;25324;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
496;326;Guatavita;25326;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
497;328;Guayabal De Siquima;25328;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
498;335;Guayabetal;25335;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
499;339;Gutierrez;25339;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
500;368;Jerusalen;25368;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
501;372;Junin;25372;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
502;377;La Calera;25377;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
503;386;La Mesa;25386;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
504;394;La Palma;25394;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
505;398;La Peña;25398;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
506;402;La Vega;25402;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
507;407;Lenguazaque;25407;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
508;426;Macheta;25426;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
509;430;Madrid;25430;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
510;436;Manta;25436;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
511;438;Medina;25438;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
512;473;Mosquera;25473;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
513;483;Nariño;25483;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
514;486;Nemocon;25486;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
515;488;Nilo;25488;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
516;489;Nimaima;25489;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
517;491;Nocaima;25491;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
518;506;Venecia;25506;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
519;513;Pacho;25513;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
520;518;Paime;25518;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
521;524;Pandi;25524;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
522;530;Paratebueno;25530;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
523;535;Pasca;25535;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
524;572;Puerto Salgar;25572;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
525;580;Puli;25580;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
526;592;Quebradanegra;25592;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
527;594;Quetame;25594;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
528;596;Quipile;25596;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
529;599;Apulo;25599;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
530;612;Ricaurte;25612;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
531;645;San Antonio;25645;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
532;649;San Bernardo;25649;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
533;653;San Cayetano;25653;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
534;658;San Francisco;25658;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
535;662;San Juan De Rio Seco;25662;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
536;718;Sasaima;25718;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
537;736;Sesquile;25736;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
538;740;Sibate;25740;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
539;743;Silvania;25743;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
540;745;Simijaca;25745;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
541;754;Soacha;25754;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
542;758;Sopo;25758;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
543;769;Subachoque;25769;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
544;772;Suesca;25772;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
545;777;Supata;25777;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
546;779;Susa;25779;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
547;781;Sutatausa;25781;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
548;785;Tabio;25785;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
549;793;Tausa;25793;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
550;797;Tena;25797;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
551;799;Tenjo;25799;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
552;805;Tibacuy;25805;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
553;807;Tibirita;25807;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
554;815;Tocaima;25815;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
555;817;Tocancipa;25817;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
556;823;Topaipi;25823;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
557;839;Ubala;25839;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
558;841;Ubaque;25841;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
559;843;Villa De San Diego De Ubate;25843;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
560;845;Une;25845;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
561;851;Utica;25851;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
562;862;Vergara;25862;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
563;867;Viani;25867;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
564;871;Villagomez;25871;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
565;873;Villapinzon;25873;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
566;875;Villeta;25875;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
567;878;Viota;25878;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
568;885;Yacopi;25885;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
569;898;Zipacon;25898;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
570;899;Zipaquira;25899;25;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;11
571;001;Quibdo;27001;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
572;006;Acandi;27006;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
573;025;Alto Baudo;27025;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
574;050;Atrato;27050;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
575;073;Bagado;27073;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
576;075;Bahia Solano;27075;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
577;077;Bajo Baudo;27077;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
578;086;Belen De Bajira;27086;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
579;099;Bojaya;27099;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
580;135;El Canton Del San Pablo;27135;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
581;150;Carmen Del Darien;27150;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
582;160;Certegui;27160;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
583;205;Condoto;27205;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
584;245;El Carmen De Atrato;27245;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
585;250;El Litoral Del San Juan;27250;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
586;361;Istmina;27361;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
587;372;Jurado;27372;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
588;413;Lloro;27413;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
589;425;Medio Atrato;27425;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
590;430;Medio Baudo;27430;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
591;450;Medio San Juan;27450;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
592;491;Novita;27491;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
593;495;Nuqui;27495;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
594;580;Rio Iro;27580;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
595;600;Rio Quito;27600;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
596;615;Riosucio;27615;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
597;660;San Jose Del Palmar;27660;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
598;745;Sipi;27745;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
599;787;Tado;27787;27;1;2020-06-04 14:45:30.880;2020-06-04 14:45:30.880;12
